StudyID,Age,Gender,StorybookVersion,DelayCondition,Trial,Animal,TrialAccuracy,Begin,End,ReactionTime,Answer,AnswerType,sumaccuracy,trialamount,OverallAccuracy
AMP088,4.293150685,F,3,3,1,bear,1,70629.95,70635.06,4.115942,castle,correct,6,8,0.75
AMP088,4.293150685,F,3,3,2,dog,1,70642.56,70646.95,3.393248,bouncehouse,correct,6,8,0.75
AMP088,4.293150685,F,3,3,3,cow,0,70654.52,70659.31,3.789215,museum,incorrect2,6,8,0.75
AMP088,4.293150685,F,3,3,4,monkey,1,70666.9,70672.17,4.272422,subway,correct,6,8,0.75
AMP088,4.293150685,F,3,3,5,lion,1,70678.18,70682.49,3.310341,movie,correct,6,8,0.75
AMP088,4.293150685,F,3,3,6,cat,1,70690.07,70695.97,4.898523,museum,correct,6,8,0.75
AMP088,4.293150685,F,3,3,7,sheep,1,70703.56,70708.48,3.919584,bowling,correct,6,8,0.75
AMP088,4.293150685,F,3,3,8,pig,0,70716.04,70722.77,5.727728,basketball,incorrect2,6,8,0.75
AMP001,4.789041096,F,4,3,1,pig,0,64290.37,64296.65,5.28316,bouncehouse,incorrect2,3,8,0.375
AMP001,4.789041096,F,4,3,2,monkey,1,64304.94,64310.6,4.660058,bouncehouse,correct,3,8,0.375
AMP001,4.789041096,F,4,3,3,dog,0,64318.25,64324.47,5.221801,baseball,incorrect2,3,8,0.375
AMP001,4.789041096,F,4,3,4,sheep,0,64332.23,64337.48,4.249212,bouncehouse,incorrect1,3,8,0.375
AMP001,4.789041096,F,4,3,5,cow,0,64343.64,64355.13,10.49022,museum,incorrect2,3,8,0.375
AMP001,4.789041096,F,4,3,6,cat,1,64362.73,64367.99,4.253967,baseball,correct,3,8,0.375
AMP001,4.789041096,F,4,3,7,bear,1,64374.1,64380.36,5.260457,museum,correct,3,8,0.375
AMP001,4.789041096,F,4,3,8,lion,0,64388.05,64392.22,3.167414,castle,incorrect1,3,8,0.375
AMP046,5.605479452,F,1,3,1,dog,0,163781.2,163786.4,4.19216,car,incorrect2,2,8,0.25
AMP046,5.605479452,F,1,3,2,bear,0,163794,163803.1,8.119691,bedroom,incorrect1,2,8,0.25
AMP046,5.605479452,F,1,3,3,cat,1,163809.1,163814,3.905776,library,correct,2,8,0.25
AMP046,5.605479452,F,1,3,4,sheep,0,163821.6,163831.6,9.000673,grocery,incorrect2,2,8,0.25
AMP046,5.605479452,F,1,3,5,cow,0,163839.2,163847,6.857868,library,incorrect2,2,8,0.25
AMP046,5.605479452,F,1,3,6,monkey,1,163854.6,163859.4,3.794119,candy,correct,2,8,0.25
AMP046,5.605479452,F,1,3,7,pig,0,163865.5,163870.3,3.810155,bedroom,incorrect2,2,8,0.25
AMP046,5.605479452,F,1,3,8,lion,0,163877.8,163883.5,4.673382,beach,incorrect1,2,8,0.25
AMP073,4.646575342,M,4,3,1,lion,0,73909.07,73913.88,3.811086,tent,incorrect2,1,8,0.125
AMP073,4.646575342,M,4,3,2,cow,1,73921.45,73929.67,7.225587,castle,correct,1,8,0.125
AMP073,4.646575342,M,4,3,3,pig,0,73935.7,73940.56,3.860564,bowling,incorrect1,1,8,0.125
AMP073,4.646575342,M,4,3,4,dog,0,73946.6,73952.16,4.558419,baseball,incorrect2,1,8,0.125
AMP073,4.646575342,M,4,3,5,sheep,0,73959.73,73964.83,4.099971,bedroom,foil,1,8,0.125
AMP073,4.646575342,M,4,3,6,cat,0,73972.38,73981.66,8.275506,mountain,foil,1,8,0.125
AMP073,4.646575342,M,4,3,7,bear,0,73987.74,73995.18,6.439913,baseball,incorrect1,1,8,0.125
AMP073,4.646575342,M,4,3,8,monkey,0,74002.76,74011.71,7.947049,barn,incorrect1,1,8,0.125
AMP017,3.778082192,M,3,3,1,pig,0,523843.7,523863.2,18.53132,basketball,incorrect2,0,8,0
AMP017,3.778082192,M,3,3,2,cat,0,523870.8,523887.8,15.95667,library,foil,0,8,0
AMP017,3.778082192,M,3,3,3,cow,0,523893.9,523924.6,29.70945,castle,incorrect1,0,8,0
AMP017,3.778082192,M,3,3,4,monkey,0,523932.3,523944.7,11.36327,car,foil,0,8,0
AMP017,3.778082192,M,3,3,5,bear,0,523952.3,523969.2,15.92609,playground,foil,0,8,0
AMP017,3.778082192,M,3,3,6,lion,0,523975.2,524003.3,27.0696,castle,incorrect2,0,8,0
AMP017,3.778082192,M,3,3,7,dog,0,524010.8,524042.1,30.25713,subway,incorrect2,0,8,0
AMP017,3.778082192,M,3,3,8,sheep,0,524049.7,524067.5,16.75779,bouncehouse,incorrect2,0,8,0
AMP048,5.619178082,F,2,3,1,sheep,0,195343.8,195349.6,4.780993,mountain,incorrect1,0,8,0
AMP048,5.619178082,F,2,3,2,pig,0,195357.2,195371.7,13.4634,library,incorrect2,0,8,0
AMP048,5.619178082,F,2,3,3,cow,0,195379.4,195392.2,11.82364,movie,foil,0,8,0
AMP048,5.619178082,F,2,3,4,bear,0,195398.4,195404.7,5.35648,car,incorrect2,0,8,0
AMP048,5.619178082,F,2,3,5,cat,0,195412.4,195423.2,9.84285,pool,incorrect1,0,8,0
AMP048,5.619178082,F,2,3,6,monkey,0,195429.4,195435.6,5.275932,museum,foil,0,8,0
AMP048,5.619178082,F,2,3,7,dog,0,195441.8,195448.2,5.421019,bedroom,incorrect2,0,8,0
AMP048,5.619178082,F,2,3,8,lion,0,195455.9,195466.7,9.865562,subway,foil,0,8,0
AMP100,5.621917808,F,1,3,1,monkey,0,281150.9,281154.9,3.002481,pool,incorrect1,6,8,0.75
AMP100,5.621917808,F,1,3,2,lion,1,281160.9,281164,2.109614,grocery,correct,6,8,0.75
AMP100,5.621917808,F,1,3,3,sheep,1,281171.6,281176.9,4.336213,car,correct,6,8,0.75
AMP100,5.621917808,F,1,3,4,cat,1,281184.4,281188.5,3.068004,library,correct,6,8,0.75
AMP100,5.621917808,F,1,3,5,bear,0,281194.5,281198.9,3.40509,bedroom,incorrect1,6,8,0.75
AMP100,5.621917808,F,1,3,6,pig,1,281205,281211.4,5.400045,mountain,correct,6,8,0.75
AMP100,5.621917808,F,1,3,7,cow,1,281218.9,281232.4,12.51664,bedroom,correct,6,8,0.75
AMP100,5.621917808,F,1,3,8,dog,1,281239.9,281244,3.078902,beach,correct,6,8,0.75
AMP009,5.832876712,F,4,3,1,monkey,1,798681.3,798689.2,6.895831,bouncehouse,correct,7,8,0.875
AMP009,5.832876712,F,4,3,2,cat,1,798696.9,798701.7,3.763965,baseball,correct,7,8,0.875
AMP009,5.832876712,F,4,3,3,lion,1,798709.5,798716.5,6.07006,barn,correct,7,8,0.875
AMP009,5.832876712,F,4,3,4,dog,0,798722.6,798728.7,5.115182,baseball,incorrect2,7,8,0.875
AMP009,5.832876712,F,4,3,5,bear,1,798736.4,798741.6,4.288272,museum,correct,7,8,0.875
AMP009,5.832876712,F,4,3,6,sheep,1,798749.2,798757.6,7.3605409999999996,basketball,correct,7,8,0.875
AMP009,5.832876712,F,4,3,7,cow,1,798765.2,798770.5,4.219802,castle,correct,7,8,0.875
AMP009,5.832876712,F,4,3,8,pig,1,798776.6,798781.8,4.274149,tent,correct,7,8,0.875
